group	group_name	seqnames	start	end	width	strand	score
1	PC1	chrX	68369409	68770010	400602	*	0.04
1	PC1	chrX	68502943	68903544	400602	*	0.04
1	PC1	chrX	68636477	69037078	400602	*	0.035
1	PC1	chrX	68770011	69170612	400602	*	0.023
1	PC1	chrX	68903545	69304146	400602	*	0.002
1	PC1	chrX	69037079	69437680	400602	*	-0.003
1	PC1	chrX	69170613	69571214	400602	*	-0.004
1	PC1	chrX	69304147	69704748	400602	*	-0.008
1	PC1	chrX	69437681	69838282	400602	*	-0.01
1	PC1	chrX	69571215	69971816	400602	*	-0.014
1	PC1	chrX	69704749	70105350	400602	*	-0.008
1	PC1	chrX	69838283	70238884	400602	*	0.026
1	PC1	chrX	69971817	70372418	400602	*	0.038
1	PC1	chrX	70105351	70505952	400602	*	0.04
1	PC1	chrX	70238885	70639486	400602	*	0.041
1	PC1	chrX	70372419	70773020	400602	*	0.041
1	PC1	chrX	70505953	70906554	400602	*	0.041
1	PC1	chrX	70639487	71040088	400602	*	0.041
1	PC1	chrX	70773021	71173622	400602	*	0.041
1	PC1	chrX	70906555	71307156	400602	*	0.041
1	PC1	chrX	71040089	71440690	400602	*	0.041
1	PC1	chrX	71173623	71574224	400602	*	0.041
1	PC1	chrX	71307157	71707758	400602	*	0.041
1	PC1	chrX	71440691	71841292	400602	*	0.041
1	PC1	chrX	71574225	71974826	400602	*	0.037
1	PC1	chrX	71707759	72108360	400602	*	0.018
1	PC1	chrX	71841293	72241894	400602	*	0.01
1	PC1	chrX	71974827	72375428	400602	*	0.029
1	PC1	chrX	72108361	72508962	400602	*	0.036
1	PC1	chrX	72241895	72642496	400602	*	0.038
1	PC1	chrX	72375429	72776030	400602	*	0.038
1	PC1	chrX	72508963	72909564	400602	*	0.036
1	PC1	chrX	72642497	73043098	400602	*	0.034
1	PC1	chrX	72776031	73176632	400602	*	0.032
1	PC1	chrX	72909565	73310166	400602	*	0.023
1	PC1	chrX	73043099	73443700	400602	*	0.02
1	PC1	chrX	73176633	73577234	400602	*	0.007
1	PC1	chrX	73310167	73710768	400602	*	0
1	PC1	chrX	73443701	73844302	400602	*	-0.011
1	PC1	chrX	73577235	73977836	400602	*	-0.022
1	PC1	chrX	73710769	74111370	400602	*	-0.022
1	PC1	chrX	73844303	74244904	400602	*	-0.023
1	PC1	chrX	73977837	74378438	400602	*	-0.023
1	PC1	chrX	74111371	74511972	400602	*	-0.019
1	PC1	chrX	74244905	74645506	400602	*	-0.008
1	PC1	chrX	74378439	74779040	400602	*	0.023
1	PC1	chrX	74511973	74912574	400602	*	0.037
1	PC1	chrX	74645507	75046108	400602	*	0.039
1	PC1	chrX	74779041	75179642	400602	*	0.035
1	PC1	chrX	74912575	75313176	400602	*	0.006
1	PC1	chrX	75046109	75446710	400602	*	-0.029
1	PC1	chrX	75179643	75580244	400602	*	-0.035
1	PC1	chrX	75313177	75713778	400602	*	-0.035
1	PC1	chrX	75446711	75847312	400602	*	-0.032
1	PC1	chrX	75580245	75980846	400602	*	-0.032
1	PC1	chrX	75713779	76114380	400602	*	-0.034
1	PC1	chrX	75847313	76247914	400602	*	-0.036
1	PC1	chrX	75980847	76381448	400602	*	-0.036
1	PC1	chrX	76114381	76514982	400602	*	-0.036
1	PC1	chrX	76247915	76648516	400602	*	-0.037
1	PC1	chrX	76381449	76782050	400602	*	-0.038
1	PC1	chrX	76514983	76915584	400602	*	-0.032
1	PC1	chrX	76648517	77049118	400602	*	-0.021
1	PC1	chrX	76782051	77182652	400602	*	-0.02
1	PC1	chrX	76915585	77316186	400602	*	-0.031
1	PC1	chrX	77049119	77449720	400602	*	-0.035
1	PC1	chrX	77182653	77583254	400602	*	-0.035
1	PC1	chrX	77316187	77716788	400602	*	-0.034
1	PC1	chrX	77449721	77850322	400602	*	-0.036
1	PC1	chrX	77583255	77983856	400602	*	-0.035
1	PC1	chrX	77716789	78117390	400602	*	-0.03
1	PC1	chrX	77850323	78250924	400602	*	-0.026
1	PC1	chrX	77983857	78384458	400602	*	-0.02
1	PC1	chrX	78117391	78517992	400602	*	-0.03
1	PC1	chrX	78250925	78651526	400602	*	-0.033
1	PC1	chrX	78384459	78785060	400602	*	-0.034
1	PC1	chrX	78517993	78918594	400602	*	-0.033
1	PC1	chrX	78651527	79052128	400602	*	-0.035
1	PC1	chrX	78785061	79185662	400602	*	-0.037
1	PC1	chrX	78918595	79319196	400602	*	-0.037
1	PC1	chrX	79052129	79452730	400602	*	-0.037
1	PC1	chrX	79185663	79586264	400602	*	-0.034
1	PC1	chrX	79319197	79719798	400602	*	-0.035
1	PC1	chrX	79452731	79853332	400602	*	-0.034
1	PC1	chrX	79586265	79986866	400602	*	-0.036
1	PC1	chrX	79719799	80120400	400602	*	-0.031
1	PC1	chrX	79853333	80253934	400602	*	-0.015
1	PC1	chrX	79986867	80387468	400602	*	-0.012
1	PC1	chrX	80120401	80521002	400602	*	-0.023
1	PC1	chrX	80253935	80654536	400602	*	-0.033
1	PC1	chrX	80387469	80788070	400602	*	-0.035
1	PC1	chrX	80521003	80921604	400602	*	-0.036
1	PC1	chrX	80654537	81055138	400602	*	-0.035
1	PC1	chrX	80788071	81188672	400602	*	-0.034
1	PC1	chrX	80921605	81322206	400602	*	-0.035
1	PC1	chrX	81055139	81455740	400602	*	-0.034
1	PC1	chrX	81188673	81589274	400602	*	-0.033
1	PC1	chrX	81322207	81722808	400602	*	-0.013
1	PC1	chrX	81455741	81856342	400602	*	-0.013
1	PC1	chrX	81589275	81989876	400602	*	-0.019
1	PC1	chrX	81722809	82123410	400602	*	-0.033
1	PC1	chrX	81856343	82256944	400602	*	-0.018
1	PC1	chrX	81989877	82390478	400602	*	0.035
1	PC1	chrX	82123411	82524012	400602	*	0.039
1	PC1	chrX	82256945	82657546	400602	*	0.038
1	PC1	chrX	82390479	82791080	400602	*	0.011
1	PC1	chrX	82524013	82924614	400602	*	0.004
1	PC1	chrX	82657547	83058148	400602	*	0.032
1	PC1	chrX	82791081	83191682	400602	*	0.035
1	PC1	chrX	82924615	83325216	400602	*	0.031
1	PC1	chrX	83058149	83458750	400602	*	0.009
1	PC1	chrX	83191683	83592284	400602	*	-0.001
1	PC1	chrX	83325217	83725818	400602	*	-0.011
1	PC1	chrX	83458751	83859352	400602	*	-0.029
1	PC1	chrX	83592285	83992886	400602	*	-0.03
1	PC1	chrX	83725819	84126420	400602	*	-0.03
1	PC1	chrX	83859353	84259954	400602	*	-0.026
1	PC1	chrX	83992887	84393488	400602	*	-0.034
1	PC1	chrX	84126421	84527022	400602	*	-0.037
1	PC1	chrX	84259955	84660556	400602	*	-0.037
1	PC1	chrX	84393489	84794090	400602	*	-0.035
1	PC1	chrX	84527023	84927624	400602	*	-0.034
1	PC1	chrX	84660557	85061158	400602	*	-0.035
1	PC1	chrX	84794091	85194692	400602	*	-0.036
1	PC1	chrX	84927625	85328226	400602	*	-0.037
1	PC1	chrX	85061159	85461760	400602	*	-0.034
1	PC1	chrX	85194693	85595294	400602	*	-0.035
1	PC1	chrX	85328227	85728828	400602	*	-0.033
1	PC1	chrX	85461761	85862362	400602	*	-0.033
1	PC1	chrX	85595295	85995896	400602	*	-0.028
1	PC1	chrX	85728829	86129430	400602	*	-0.026
1	PC1	chrX	85862363	86262964	400602	*	-0.027
1	PC1	chrX	85995897	86396498	400602	*	-0.03
1	PC1	chrX	86129431	86530032	400602	*	-0.033
1	PC1	chrX	86262965	86663566	400602	*	-0.036
1	PC1	chrX	86396499	86797100	400602	*	-0.033
1	PC1	chrX	86530033	86930634	400602	*	-0.034
1	PC1	chrX	86663567	87064168	400602	*	-0.035
1	PC1	chrX	86797101	87197702	400602	*	-0.037
1	PC1	chrX	86930635	87331236	400602	*	-0.039
1	PC1	chrX	87064169	87464770	400602	*	-0.039
1	PC1	chrX	87197703	87598304	400602	*	-0.039
1	PC1	chrX	87331237	87731838	400602	*	-0.036
1	PC1	chrX	87464771	87865372	400602	*	-0.036
1	PC1	chrX	87598305	87998906	400602	*	-0.038
1	PC1	chrX	87731839	88132440	400602	*	-0.037
1	PC1	chrX	87865373	88265974	400602	*	-0.036
1	PC1	chrX	87998907	88399508	400602	*	-0.035
1	PC1	chrX	88132441	88533042	400602	*	-0.037
1	PC1	chrX	88265975	88666576	400602	*	-0.038
1	PC1	chrX	88399509	88800110	400602	*	-0.038
1	PC1	chrX	88533043	88933644	400602	*	-0.036
1	PC1	chrX	88666577	89067178	400602	*	-0.031
1	PC1	chrX	88800111	89200712	400602	*	-0.033
1	PC1	chrX	88933645	89334246	400602	*	-0.035
1	PC1	chrX	89067179	89467780	400602	*	-0.037
1	PC1	chrX	89200713	89601314	400602	*	-0.038
1	PC1	chrX	89334247	89734848	400602	*	-0.037
1	PC1	chrX	89467781	89868382	400602	*	-0.038
1	PC1	chrX	89601315	90001916	400602	*	-0.038
1	PC1	chrX	89734849	90135450	400602	*	-0.037
1	PC1	chrX	89868383	90268984	400602	*	-0.034
1	PC1	chrX	90001917	90402518	400602	*	-0.022
1	PC1	chrX	90135451	90536052	400602	*	0.012
1	PC1	chrX	90268985	90669586	400602	*	0.036
1	PC1	chrX	90402519	90803120	400602	*	0.041
1	PC1	chrX	90536053	90936654	400602	*	0.041
1	PC1	chrX	90669587	91070188	400602	*	0.041
1	PC1	chrX	90803121	91203722	400602	*	0.041
1	PC1	chrX	90936655	91337256	400602	*	0.041
1	PC1	chrX	91070189	91470790	400602	*	0.041
1	PC1	chrX	91203723	91604324	400602	*	0.041
1	PC1	chrX	91337257	91737858	400602	*	0.041
1	PC1	chrX	91470791	91871392	400602	*	0.041
1	PC1	chrX	91604325	92004926	400602	*	0.039
1	PC1	chrX	91737859	92138460	400602	*	0.038
1	PC1	chrX	91871393	92271994	400602	*	0.034
1	PC1	chrX	92004927	92405528	400602	*	0.022
1	PC1	chrX	92138461	92539062	400602	*	-0.008
1	PC1	chrX	92271995	92672596	400602	*	-0.016
1	PC1	chrX	92405529	92806130	400602	*	-0.023
1	PC1	chrX	92539063	92939664	400602	*	-0.013
1	PC1	chrX	92672597	93073198	400602	*	-0.028
1	PC1	chrX	92806131	93206732	400602	*	-0.001
1	PC1	chrX	92939665	93340266	400602	*	0.024
1	PC1	chrX	93073199	93473800	400602	*	0.029
1	PC1	chrX	93206733	93607334	400602	*	0.009
1	PC1	chrX	93340267	93740868	400602	*	-0.029
1	PC1	chrX	93473801	93874402	400602	*	-0.035
1	PC1	chrX	93607335	94007936	400602	*	-0.036
1	PC1	chrX	93740869	94141470	400602	*	-0.036
1	PC1	chrX	93874403	94275004	400602	*	-0.034
1	PC1	chrX	94007937	94408538	400602	*	-0.031
1	PC1	chrX	94141471	94542072	400602	*	-0.028
1	PC1	chrX	94275005	94675606	400602	*	-0.017
1	PC1	chrX	94408539	94809140	400602	*	-0.021
1	PC1	chrX	94542073	94942674	400602	*	-0.03
1	PC1	chrX	94675607	95076208	400602	*	-0.034
1	PC1	chrX	94809141	95209742	400602	*	-0.036
1	PC1	chrX	94942675	95343276	400602	*	-0.034
1	PC1	chrX	95076209	95476810	400602	*	-0.032
1	PC1	chrX	95209743	95610344	400602	*	-0.027
1	PC1	chrX	95343277	95743878	400602	*	-0.017
1	PC1	chrX	95476811	95877412	400602	*	-0.005
1	PC1	chrX	95610345	96010946	400602	*	0.004
1	PC1	chrX	95743879	96144480	400602	*	0.014
1	PC1	chrX	95877413	96278014	400602	*	0.037
1	PC1	chrX	96010947	96411548	400602	*	0.041
1	PC1	chrX	96144481	96545082	400602	*	0.041
1	PC1	chrX	96278015	96678616	400602	*	0.041
1	PC1	chrX	96411549	96812150	400602	*	0.041
1	PC1	chrX	96545083	96945684	400602	*	0.041
1	PC1	chrX	96678617	97079218	400602	*	0.04
1	PC1	chrX	96812151	97212752	400602	*	0.037
1	PC1	chrX	96945685	97346286	400602	*	0.033
1	PC1	chrX	97079219	97479820	400602	*	0.025
1	PC1	chrX	97212753	97613354	400602	*	0.028
1	PC1	chrX	97346287	97746888	400602	*	0.036
1	PC1	chrX	97479821	97880422	400602	*	0.041
1	PC1	chrX	97613355	98013956	400602	*	0.041
1	PC1	chrX	97746889	98147490	400602	*	0.041
1	PC1	chrX	97880423	98281024	400602	*	0.041
1	PC1	chrX	98013957	98414558	400602	*	0.041
1	PC1	chrX	98147491	98548092	400602	*	0.041
1	PC1	chrX	98281025	98681626	400602	*	0.041
1	PC1	chrX	98414559	98815160	400602	*	0.041
1	PC1	chrX	98548093	98948694	400602	*	0.041
1	PC1	chrX	98681627	99082228	400602	*	0.041
1	PC1	chrX	98815161	99215762	400602	*	0.041
1	PC1	chrX	98948695	99349296	400602	*	0.041
1	PC1	chrX	99082229	99482830	400602	*	0.041
1	PC1	chrX	99215763	99616364	400602	*	0.041
1	PC1	chrX	99349297	99749898	400602	*	0.04
1	PC1	chrX	99482831	99883432	400602	*	0.04
1	PC1	chrX	99616365	100016966	400602	*	0.039
1	PC1	chrX	99749899	100150500	400602	*	0.037
1	PC1	chrX	99883433	100284034	400602	*	0.034
1	PC1	chrX	100016967	100417568	400602	*	0.032
1	PC1	chrX	100150501	100551102	400602	*	0.038
1	PC1	chrX	100284035	100684636	400602	*	0.039
1	PC1	chrX	100417569	100818170	400602	*	0.04
1	PC1	chrX	100551103	100951704	400602	*	0.039
1	PC1	chrX	100684637	101085238	400602	*	0.036
1	PC1	chrX	100818171	101218772	400602	*	0.038
1	PC1	chrX	100951705	101352306	400602	*	0.04
1	PC1	chrX	101085239	101485840	400602	*	0.041
1	PC1	chrX	101218773	101619374	400602	*	0.04
1	PC1	chrX	101352307	101752908	400602	*	0.04
1	PC1	chrX	101485841	101886442	400602	*	0.04
1	PC1	chrX	101619375	102019976	400602	*	0.035
1	PC1	chrX	101752909	102153510	400602	*	0.028
1	PC1	chrX	101886443	102287044	400602	*	0.018
1	PC1	chrX	102019977	102420578	400602	*	0.024
1	PC1	chrX	102153511	102554112	400602	*	0.015
1	PC1	chrX	102287045	102687646	400602	*	-0.017
1	PC1	chrX	102420579	102821180	400602	*	-0.033
1	PC1	chrX	102554113	102954714	400602	*	-0.031
1	PC1	chrX	102687647	103088248	400602	*	0.011
1	PC1	chrX	102821181	103221782	400602	*	0.04
1	PC1	chrX	102954715	103355316	400602	*	0.041
1	PC1	chrX	103088249	103488850	400602	*	0.039
1	PC1	chrX	103221783	103622384	400602	*	0.024
1	PC1	chrX	103355317	103755918	400602	*	-0.012
1	PC1	chrX	103488851	103889452	400602	*	-0.03
1	PC1	chrX	103622385	104022986	400602	*	-0.032
1	PC1	chrX	103755919	104156520	400602	*	-0.03
1	PC1	chrX	103889453	104290054	400602	*	-0.029
1	PC1	chrX	104022987	104423588	400602	*	-0.03
1	PC1	chrX	104156521	104557122	400602	*	-0.032
1	PC1	chrX	104290055	104690656	400602	*	-0.032
1	PC1	chrX	104423589	104824190	400602	*	-0.034
1	PC1	chrX	104557123	104957724	400602	*	-0.035
1	PC1	chrX	104690657	105091258	400602	*	-0.035
1	PC1	chrX	104824191	105224792	400602	*	-0.036
1	PC1	chrX	104957725	105358326	400602	*	-0.036
1	PC1	chrX	105091259	105491860	400602	*	-0.038
1	PC1	chrX	105224793	105625394	400602	*	-0.037
1	PC1	chrX	105358327	105758928	400602	*	-0.038
1	PC1	chrX	105491861	105892462	400602	*	-0.037
1	PC1	chrX	105625395	106025996	400602	*	-0.029
1	PC1	chrX	105758929	106159530	400602	*	-0.01
1	PC1	chrX	105892463	106293064	400602	*	0.003
1	PC1	chrX	106025997	106426598	400602	*	-0.022
1	PC1	chrX	106159531	106560132	400602	*	-0.033
1	PC1	chrX	106293065	106693666	400602	*	-0.035
1	PC1	chrX	106426599	106827200	400602	*	-0.036
1	PC1	chrX	106560133	106960734	400602	*	-0.037
1	PC1	chrX	106693667	107094268	400602	*	-0.037
1	PC1	chrX	106827201	107227802	400602	*	-0.037
1	PC1	chrX	106960735	107361336	400602	*	-0.036
1	PC1	chrX	107094269	107494870	400602	*	-0.037
1	PC1	chrX	107227803	107628404	400602	*	-0.035
1	PC1	chrX	107361337	107761938	400602	*	-0.034
1	PC1	chrX	107494871	107895472	400602	*	-0.032
1	PC1	chrX	107628405	108029006	400602	*	-0.031
1	PC1	chrX	107761939	108162540	400602	*	-0.036
1	PC1	chrX	107895473	108296074	400602	*	-0.036
1	PC1	chrX	108029007	108429608	400602	*	-0.035
1	PC1	chrX	108162541	108563142	400602	*	-0.019
1	PC1	chrX	108296075	108696676	400602	*	0.002
1	PC1	chrX	108429609	108830210	400602	*	0.011
1	PC1	chrX	108563143	108963744	400602	*	0
1	PC1	chrX	108696677	109097278	400602	*	-0.023
1	PC1	chrX	108830211	109230812	400602	*	-0.033
1	PC1	chrX	108963745	109364346	400602	*	-0.037
1	PC1	chrX	109097279	109497880	400602	*	-0.033
1	PC1	chrX	109230813	109631414	400602	*	-0.029
1	PC1	chrX	109364347	109764948	400602	*	-0.019
1	PC1	chrX	109497881	109898482	400602	*	-0.028
1	PC1	chrX	109631415	110032016	400602	*	-0.029
1	PC1	chrX	109764949	110165550	400602	*	-0.031
1	PC1	chrX	109898483	110299084	400602	*	0.016
1	PC1	chrX	110032017	110432618	400602	*	0.027
1	PC1	chrX	110165551	110566152	400602	*	0.026
1	PC1	chrX	110299085	110699686	400602	*	-0.015
1	PC1	chrX	110432619	110833220	400602	*	-0.03
1	PC1	chrX	110566153	110966754	400602	*	-0.031
1	PC1	chrX	110699687	111100288	400602	*	-0.035
1	PC1	chrX	110833221	111233822	400602	*	-0.038
1	PC1	chrX	110966755	111367356	400602	*	-0.038
1	PC1	chrX	111100289	111500890	400602	*	-0.038
1	PC1	chrX	111233823	111634424	400602	*	-0.036
1	PC1	chrX	111367357	111767958	400602	*	-0.033
1	PC1	chrX	111500891	111901492	400602	*	-0.034
1	PC1	chrX	111634425	112035026	400602	*	-0.027
1	PC1	chrX	111767959	112168560	400602	*	-0.016
1	PC1	chrX	111901493	112302094	400602	*	-0.014
1	PC1	chrX	112035027	112435628	400602	*	-0.023
1	PC1	chrX	112168561	112569162	400602	*	-0.031
1	PC1	chrX	112302095	112702696	400602	*	-0.032
1	PC1	chrX	112435629	112836230	400602	*	-0.034
1	PC1	chrX	112569163	112969764	400602	*	-0.035
1	PC1	chrX	112702697	113103298	400602	*	-0.036
1	PC1	chrX	112836231	113236832	400602	*	-0.038
1	PC1	chrX	112969765	113370366	400602	*	-0.037
1	PC1	chrX	113103299	113503900	400602	*	-0.036
1	PC1	chrX	113236833	113637434	400602	*	-0.033
1	PC1	chrX	113370367	113770968	400602	*	-0.03
1	PC1	chrX	113503901	113904502	400602	*	-0.027
1	PC1	chrX	113637435	114038036	400602	*	-0.026
1	PC1	chrX	113770969	114171570	400602	*	-0.026
1	PC1	chrX	113904503	114305104	400602	*	-0.026
1	PC1	chrX	114038037	114438638	400602	*	0.01
1	PC1	chrX	114171571	114572172	400602	*	0.024
1	PC1	chrX	114305105	114705706	400602	*	0.025
1	PC1	chrX	114438639	114839240	400602	*	-0.011
1	PC1	chrX	114572173	114972774	400602	*	-0.028
1	PC1	chrX	114705707	115106308	400602	*	-0.03
1	PC1	chrX	114839241	115239842	400602	*	-0.029
1	PC1	chrX	114972775	115373376	400602	*	-0.027
1	PC1	chrX	115106309	115506910	400602	*	-0.031
1	PC1	chrX	115239843	115640444	400602	*	-0.033
1	PC1	chrX	115373377	115773978	400602	*	-0.035
1	PC1	chrX	115506911	115907512	400602	*	-0.037
1	PC1	chrX	115640445	116041046	400602	*	-0.037
1	PC1	chrX	115773979	116174580	400602	*	-0.038
1	PC1	chrX	115907513	116308114	400602	*	-0.037
1	PC1	chrX	116041047	116441648	400602	*	-0.036
1	PC1	chrX	116174581	116575182	400602	*	-0.033
1	PC1	chrX	116308115	116708716	400602	*	-0.032
1	PC1	chrX	116441649	116842250	400602	*	-0.03
1	PC1	chrX	116575183	116975784	400602	*	-0.033
1	PC1	chrX	116708717	117109318	400602	*	-0.033
1	PC1	chrX	116842251	117242852	400602	*	-0.035
1	PC1	chrX	116975785	117376386	400602	*	-0.035
1	PC1	chrX	117109319	117509920	400602	*	-0.032
1	PC1	chrX	117242853	117643454	400602	*	-0.032
1	PC1	chrX	117376387	117776988	400602	*	-0.034
1	PC1	chrX	117509921	117910522	400602	*	-0.036
1	PC1	chrX	117643455	118044056	400602	*	-0.036
1	PC1	chrX	117776989	118177590	400602	*	-0.034
1	PC1	chrX	117910523	118311124	400602	*	-0.033
1	PC1	chrX	118044057	118444658	400602	*	-0.03
1	PC1	chrX	118177591	118578192	400602	*	-0.03
1	PC1	chrX	118311125	118711726	400602	*	-0.029
1	PC1	chrX	118444659	118845260	400602	*	-0.031
1	PC1	chrX	118578193	118978794	400602	*	-0.032
1	PC1	chrX	118711727	119112328	400602	*	-0.034
1	PC1	chrX	118845261	119245862	400602	*	-0.037
1	PC1	chrX	118978795	119379396	400602	*	-0.038
1	PC1	chrX	119112329	119512930	400602	*	-0.037
1	PC1	chrX	119245863	119646464	400602	*	-0.037
1	PC1	chrX	119379397	119779998	400602	*	-0.038
1	PC1	chrX	119512931	119913532	400602	*	-0.038
1	PC1	chrX	119646465	120047066	400602	*	-0.036
1	PC1	chrX	119779999	120180600	400602	*	-0.035
1	PC1	chrX	119913533	120314134	400602	*	-0.026
1	PC1	chrX	120047067	120447668	400602	*	-0.018
1	PC1	chrX	120180601	120581202	400602	*	NA
1	PC1	chrX	120314135	120714736	400602	*	NA
1	PC1	chrX	120447669	120848270	400602	*	NA
1	PC1	chrX	120581203	120981804	400602	*	NA
1	PC1	chrX	120714737	121115338	400602	*	NA
1	PC1	chrX	120848271	121248872	400602	*	NA
1	PC1	chrX	120981805	121382406	400602	*	NA
1	PC1	chrX	121115339	121515940	400602	*	NA
1	PC1	chrX	121248873	121649474	400602	*	NA
1	PC1	chrX	121382407	121783008	400602	*	NA
1	PC1	chrX	121515941	121916542	400602	*	NA
1	PC1	chrX	121649475	122050076	400602	*	NA
1	PC1	chrX	121783009	122183610	400602	*	NA
1	PC1	chrX	121916543	122317144	400602	*	NA
1	PC1	chrX	122050077	122450678	400602	*	NA
1	PC1	chrX	122183611	122584212	400602	*	NA
1	PC1	chrX	122317145	122717746	400602	*	NA
1	PC1	chrX	122450679	122851280	400602	*	-0.032
1	PC1	chrX	122584213	122984814	400602	*	-0.036
1	PC1	chrX	122717747	123118348	400602	*	-0.038
1	PC1	chrX	122851281	123251882	400602	*	-0.038
1	PC1	chrX	122984815	123385416	400602	*	-0.037
1	PC1	chrX	123118349	123518950	400602	*	-0.035
1	PC1	chrX	123251883	123652484	400602	*	-0.034
1	PC1	chrX	123385417	123786018	400602	*	-0.031
1	PC1	chrX	123518951	123919552	400602	*	-0.028
1	PC1	chrX	123652485	124053086	400602	*	-0.028
1	PC1	chrX	123786019	124186620	400602	*	-0.033
1	PC1	chrX	123919553	124320154	400602	*	-0.035
1	PC1	chrX	124053087	124453688	400602	*	-0.038
1	PC1	chrX	124186621	124587222	400602	*	-0.038
1	PC1	chrX	124320155	124720756	400602	*	-0.039
1	PC1	chrX	124453689	124854290	400602	*	-0.037
1	PC1	chrX	124587223	124987824	400602	*	-0.038
1	PC1	chrX	124720757	125121358	400602	*	-0.037
1	PC1	chrX	124854291	125254892	400602	*	-0.038
1	PC1	chrX	124987825	125388426	400602	*	-0.038
1	PC1	chrX	125121359	125521960	400602	*	-0.038
1	PC1	chrX	125254893	125655494	400602	*	-0.038
1	PC1	chrX	125388427	125789028	400602	*	-0.039
1	PC1	chrX	125521961	125922562	400602	*	-0.036
1	PC1	chrX	125655495	126056096	400602	*	-0.032
1	PC1	chrX	125789029	126189630	400602	*	-0.014
1	PC1	chrX	125922563	126323164	400602	*	0.023
1	PC1	chrX	126056097	126456698	400602	*	0.037
1	PC1	chrX	126189631	126590232	400602	*	0.039
1	PC1	chrX	126323165	126723766	400602	*	0.038
1	PC1	chrX	126456699	126857300	400602	*	0.037
1	PC1	chrX	126590233	126990834	400602	*	0.034
1	PC1	chrX	126723767	127124368	400602	*	0.035
1	PC1	chrX	126857301	127257902	400602	*	0.031
1	PC1	chrX	126990835	127391436	400602	*	0.016
1	PC1	chrX	127124369	127524970	400602	*	-0.01
1	PC1	chrX	127257903	127658504	400602	*	-0.028
1	PC1	chrX	127391437	127792038	400602	*	-0.035
1	PC1	chrX	127524971	127925572	400602	*	-0.033
1	PC1	chrX	127658505	128059106	400602	*	-0.025
1	PC1	chrX	127792039	128192640	400602	*	-0.026
1	PC1	chrX	127925573	128326174	400602	*	-0.029
1	PC1	chrX	128059107	128459708	400602	*	-0.034
1	PC1	chrX	128192641	128593242	400602	*	-0.035
1	PC1	chrX	128326175	128726776	400602	*	-0.034
1	PC1	chrX	128459709	128860310	400602	*	-0.036
1	PC1	chrX	128593243	128993844	400602	*	-0.037
1	PC1	chrX	128726777	129127378	400602	*	-0.037
1	PC1	chrX	128860311	129260912	400602	*	-0.034
1	PC1	chrX	128993845	129394446	400602	*	-0.034
1	PC1	chrX	129127379	129527980	400602	*	-0.037
1	PC1	chrX	129260913	129661514	400602	*	-0.034
1	PC1	chrX	129394447	129795048	400602	*	-0.034
1	PC1	chrX	129527981	129928582	400602	*	-0.033
1	PC1	chrX	129661515	130062116	400602	*	-0.034
1	PC1	chrX	129795049	130195650	400602	*	-0.027
1	PC1	chrX	129928583	130329184	400602	*	-0.007
1	PC1	chrX	130062117	130462718	400602	*	0.006
1	PC1	chrX	130195651	130596252	400602	*	0.002
1	PC1	chrX	130329185	130729786	400602	*	0.022
1	PC1	chrX	130462719	130863320	400602	*	0.037
1	PC1	chrX	130596253	130996854	400602	*	0.039
1	PC1	chrX	130729787	131130388	400602	*	0.038
1	PC1	chrX	130863321	131263922	400602	*	0.039
1	PC1	chrX	130996855	131397456	400602	*	0.039
1	PC1	chrX	131130389	131530990	400602	*	0.037
1	PC1	chrX	131263923	131664524	400602	*	0.024
1	PC1	chrX	131397457	131798058	400602	*	0.007
1	PC1	chrX	131530991	131931592	400602	*	-0.016
1	PC1	chrX	131664525	132065126	400602	*	-0.022
1	PC1	chrX	131798059	132198660	400602	*	-0.011
1	PC1	chrX	131931593	132332194	400602	*	0.029
1	PC1	chrX	132065127	132465728	400602	*	0.034
1	PC1	chrX	132198661	132599262	400602	*	0.038
1	PC1	chrX	132332195	132732796	400602	*	0.039
1	PC1	chrX	132465729	132866330	400602	*	0.039
1	PC1	chrX	132599263	132999864	400602	*	0.031
1	PC1	chrX	132732797	133133398	400602	*	0.012
1	PC1	chrX	132866331	133266932	400602	*	-0.009
1	PC1	chrX	132999865	133400466	400602	*	0.023
1	PC1	chrX	133133399	133534000	400602	*	0.03
1	PC1	chrX	133266933	133667534	400602	*	0.035
1	PC1	chrX	133400467	133801068	400602	*	0.027
1	PC1	chrX	133534001	133934602	400602	*	0.003
1	PC1	chrX	133667535	134068136	400602	*	-0.031
1	PC1	chrX	133801069	134201670	400602	*	-0.033
1	PC1	chrX	133934603	134335204	400602	*	-0.032
1	PC1	chrX	134068137	134468738	400602	*	-0.03
1	PC1	chrX	134201671	134602272	400602	*	-0.032
1	PC1	chrX	134335205	134735806	400602	*	-0.036
1	PC1	chrX	134468739	134869340	400602	*	-0.036
1	PC1	chrX	134602273	135002874	400602	*	-0.035
1	PC1	chrX	134735807	135136408	400602	*	-0.035
1	PC1	chrX	134869341	135269942	400602	*	-0.034
1	PC1	chrX	135002875	135403476	400602	*	-0.034
1	PC1	chrX	135136409	135537010	400602	*	-0.03
1	PC1	chrX	135269943	135670544	400602	*	-0.033
1	PC1	chrX	135403477	135804078	400602	*	-0.026
1	PC1	chrX	135537011	135937612	400602	*	-0.007
1	PC1	chrX	135670545	136071146	400602	*	0.022
1	PC1	chrX	135804079	136204680	400602	*	0.035
